c1738;c1655;c771;c2032;c671;c1448
10;5;105;614.208333333333;7.7;34.0208333333315
232.624999999991;65.7083333333322;52;390;138.681249999998;0
111.7;129.916666666649;19.7;69.2499999999653;49.9395833333235;41.1166666666477
255.624999999995;290.499999999997;405;265.958333333291;448.1;115.462499999998
267.374999999956;402.708333333329;403.375;690.708333333206;170.125;60.8333333333287
267;314.124999999992;0;1025.95833333331;0;49.2374999999976
119.031249999997;286.083333333314;40;377.125;431.291666666667;0
106;576.791666666662;0;97.4999999999583;0;162
41;305.541666666628;138.5;431.5;245.333333333333;559.416666666653
70;154.625;0;0;83.4416666666664;139.333333333333
188.679166666657;124;117.8;0;0;238.041666666667
44.9583333332674;96;72.2;0;166;318
83;93.8333333333287;136.999999999999;284.499999999986;39.2;12.3
51.5833333333333;87.1666666666667;94;56.5;46.241666666647;0
177.166666666663;202.083333333322;96;200;270.958333333333;22
0;204.166666666632;440.074999999992;490;0;122
201;456.75;0;659;0;266.291666666609
87.875;471.583333333252;47.3;928.791666666626;154.1;419.366666666652
180.833333333329;465.416666666667;109;393.208333333333;25.7;34
68.4583333332836;279.083333333322;35.5624999999997;620;157.5;377.562499999967
225.825;293.916666666667;232.529166666664;257.499999999958;198.674999999995;46
517.541666666661;240.833333333329;692.416666666667;550.5;195.725;184.933333333333
31;167.874999999999;196.916666666589;179;223.166666666657;304.208333333333
117.2125;73.6666666666563;56;194;2.33333333333333;166
295.166666666667;68.625;24;504;0;82.7291666666617
10.9;5;19;558;0;0
298.916666666667;77.8749999999757;97;480.583333333252;290.2;115.833333333329
273.429166666611;253.666666666633;0;447.958333333272;77.45;131.658333333309
94.1;514.666666666652;203.166666666664;1349.45833333333;452.666666666627;96.9583333333252
206.791666666654;392.04166666666;104.583333333333;613.958333333297;416.9;99
267.7;386.708333333325;212;382.374999999954;93.6;0
83.2916666666667;501.041666666667;14.3999999999944;153.666666666667;189.391666666632;72.2916666666667
375.416666666633;246;270.99166666664;278;121;62
279.124999999969;281.716666666667;234;52;255.041666666647;87.8
369;49;221.91666666665;608;733.554166666628;0
